Title:  Interpreting Measures of Meaning:
					Introducing Salience Differentiated Stability
Volume:  016
Issue:  4
Date:  16 September 2022
Abstract:  
				
				In digital studies of the use of words in intellectual history, meaning is
					measured based on the idea of Firth that a word can be characterized by the
					company it keeps. The words that are literally close to it in the texts in
					which it is written should tell us something about what the word means. In
					practice, we will look at meaning being measured by a method called Pointwise Mutual Information or PMI for short.
					However, even granting that we use PMI, this description is still quite
					vague and allows for multiple different ways to interpret 'the company a
					word keeps' in the practice of coding an actual algorithm to discern this
					company. In this paper we will look specifically at the choice to 1. use
					all words close to another or 2. use merely the ones that are most
					disproportionately present. Using work from contemporary philosophers of
					language Mark Wilson and Sally Haslanger, we argue that both capture an
					aspect of meaning, 2 capturing the most salient way to understand a word,
					and 1 capturing the subtle, not so salient, but nonetheless important ways
					in which words are used overall. Then we will look to measure the overall
					stability in word meaning, the degree to which it is used similarly in
					different texts within a corpus. Having characterized PMI, salience and
					stability we will introduce Salience Differentiated
						Stability or SDS, a value indicating both the salient and less
					salient stability of a word, which will help identify words that are
					simpler or more shifty than they at first appear. Lastly we will test the
					use of this new value by doing a case study of the salience differentiated
					stability of common terms in early modern physics text books.
			
Full Body Text: 

			Section 1: Introduction
			In digital humanities it is common to study the change in use of a word in a
				corpus of text by means of vector semantics, or distributional semantics. The
				idea is to map word-types found in a text or in an entire corpus to
					vectors. For a good general introduction, see  Each
				coordinate of the vector will represent an association with another word-type.
				An algorithm can be written to scour parts of text near the word-type for
				associations. The idea is that a word like, for example, 'food' will
				automatically be associated with other words that tell us about the concept of
				food. Prominent examples of food, like 'cheese' or 'bread', or near synonyms
				like 'nutrition', or biologically related organs like 'stomach'. Such methods
				have at least the following advantages: first, they are fully automated, and
				hence, large corpora of text that could not realistically be studied manually
				can now be studied. Secondly, they can track homonymy, (near) synonymy and
				changes in the use of an investigated word, even as the word stays
				linguistically constant. Linguistically these methods are justified by the idea
				due to John Firth that You shall know a word by the company
					it keeps . Firth, and somewhat synchronously, Zellig
				Harris, defended and developed the view that the verbal connotations of a word
				gave us important insight into its use, more so than any definition could do
				 . We need not go that far. To justify the idea of
				vector semantics we only need to believe that the distributional properties of a
				word give us some semantic insights into the word that are of interest to a
				purveyor of large corpora .
			However, this does not settle the exact details of our vector semantics. There are
				many different ways to calculate the exact values of each of the coordinates,
				and it is not clear which of these characterizations of the company of a word
				tells us what. Some people might assume that one or the other characterization
				gets us closer to a word’s meaning, to be expressed for example, by scoring
				higher or lower on pre-defined metrics. We will offer an alternative to this
				approach by arguing that different methods might give us different facets of
				meaning. 
			In this paper we look at two particular ways to turn the company of a word into
				vectors. One, where each word-type in a corpus is mapped to a number
				representing the frequency with which it occurs near another word-type relative
				to its overall frequency, and another where a word-type is associated with a
				list of high scoring words. Both of these methods find the 'company' of a word
				in some way. However, we will claim, these results need not be the same for a
				given word-type. Hence, the main purpose of this paper is to offer an
				interpretation of what these different ways of specifying ‘the company' tell us,
				so that an investigator can i) more easily choose between the two methods and
				ii) use them both next to each other profitably. Both of these goals constitute
				a novelty; i) depends on the interpretations of the methods as providing
				different (and not competing) facets of meaning (sec.2). By doing such analysis
				we are applying insight from recent innovations in the philosophy of language
				that have come to fall under the name of ‘conceptual engineering’, to the
				interpretation of language by algorithms. ii) is cashed out in a new method that
				measures the divergence of the two methods as a new semantic measure (sec.4)
				whose object has no counterpart in the literature. In order to interpret these
				methods we will examine their workings in detail. 
			 In section 2, we draw on the work of philosophers like Sally Haslanger and Mark
				Wilson to argue that a word has salient, more publicly known and obvious
				semantic content as well as more subtle and hence less salient content. We will
				argue that both are important aspects of the semantics of a word. The subtle,
				less salient, content is usually understood as an ability to navigate subtleties
				which we cannot or would not make explicit. We will argue that our
				restricted-list method tracks the salient connotations whereas the unrestricted
				method tracks its more complete use, including hidden semantic subtleties.
			In section 3 we need to dive into the technicalities of the methods discussed. We
				will show in detail the operational difference between measuring more and less
				salient semantic content. In addition we will introduce methods to measure the
				overall stability of word-meaning in a given corpus. Stability will be a measure
				of the similarity of word use across multiple texts. Lastly we will introduce
				our novel methodological proposal which we dub Salience Differentiated
				Stability, which is a two-vector signifying a word's relative salient and less
				salient stability. This is a metric that will be applicable to any given corpus
				of texts.
			In section 4 we provide an interpretation of SDS-scores. A word can score high and
				low on both salient and non-salient stability. We give interpretations for all
				four possible cases.
			Finally, in section 5, we provide the results of an explorative case study where
				the Salience Differentiated Stability of a small set of word-types in a corpus
				of 17th and 18th century physics/natural philosophy is measured and analyzed. This is not
				a history paper per se, but rather an examination of methodology. Hence, the
				purpose of this case study is not to study 17th century physics/natural
				philosophy. It is rather to see whether the methodology, which this paper is
				about, yields results that make prima facie sense and are non-trivial. They
				might be trivial if varying salience yielded no difference in results or none
				that could be plausibly interpreted. We will find in the case study that words
				which score high on salient stability, do not necessarily score high on
				subtle/less salient stability, or vice versa. This means that in actual
				historical examples, salient and less salient semantic content can be quite
				different both in content and in overall stability. 

			Section 2: Salience
			When it comes to vector semantics, there are different ways to code the algorithms
				that determine the semantic content of a word in a given body of text. We will
				look at two methods using PMI and vector embedding, where a word is
				characterized as a large vector, each of the coordinates in the vector
				signifying how often another word-type appears in close proximity to it. The
				number appearing in these coordinates is called the collocation score. So, if we
				are characterizing 'gravity' and 'gravity' and 'force' often appear close to one
				another in a text, the coordinate signifying 'force' will have a large number
				(see section 3 for the relevant math and coding). The main methodological choice
				we will be looking at is the following: when constructing a vector for a word we
				might decide to ignore all but the most extreme coordinates, that is, all but
				those words with the highest collocation scores, but we don't have to restrict
				our attention in this way. We could instead look at all of the coordinates in
				our vector. The question is: which of these ways of coding best captures the
				semantic content we want to capture. One way to answer this is by arguing that
				the meaning of a word is mostly determined by the words it is associated with
				most or alternatively, the way it is associated with all other word-types in the
				text. We believe both these answers can coexist in a way. In this section we
				will argue that there are different ways to conceive of the semantic content of
				a word that justify the use of different algorithms. 
			The idea of distinguishing different kinds of semantic analysis already exists in
				the work of feminist philosopher Sally Haslanger. In her What
					Are We Talking About? The Semantics and Politics of Social Kinds she
				distinguishes different forms of analysis that yield different facets of the
				meaning of the same word ). A conceptual analysis
				yields the manifest meaning, the way we (or for our purposes, perhaps not us,
				but some historical population) explicitly understand the meaning of a word. A
				descriptive analysis would yield the use of the word which might in fact diverge
				from the way we think we use it. Haslanger gives the example of her son’s
				primary school which makes use of a concept of tardiness. Officially, any child
				that arrives after 8:25 was tardy but as Haslanger's son pointed out: Don’t worry Mom, no one is ever tardy on Wednesdays because
					my teacher doesn’t turn in the attendance sheet on Wednesday until after
					the first period . Here the use of 'tardy' diverges from
				the official, explicit definition. Its manifest meaning, which you would have
				learned by asking the teachers or school staff what ‘tardy’ is, was not the
				operative meaning, which you learned from studying the tracking mechanism.
				Beyond this rather local example, Haslanger is thinking about concepts of race
				and gender, 'man', 'woman', 'white', 'black', etc. These concepts might
				superficially, or manifestly, be thought to refer to biological categories. For
				this reason we might argue that the whole concept of race is misguided since the
				underlying biological category either does not exist or is not nearly as
				pronounced as the word implies. However, there is also a de facto use of our
				race categories that deserves study – because even though the manifest meaning
				might turn out to be bogus, this does not mean these sorts of word are not still
				doing relevant and investigable semantic work, to be found by looking at the
				operative meaning .
				In his book Wandering Significance  Mark
				Wilson uses the concept of a façade to denote concepts that superficially seem
				univocal but on closer inspection have subtly divergent uses in different
				contexts . A simple example is that of a rainbow . In 
				some contexts it makes sense to say a pot of gold is at the end of it,
				presumably to be reached by riding a unicorn over it. In other, more literal
				contexts, rainbows have no clear ends, and cannot be ridden. 
			A better, but more complicated example is that of hardness. Most of us have some
				notion what it is for a material to be hard, but upon inspection of the
				technical details, the concept reveals itself as something much more
				heterogeneous than it at first appears. Wilson notes that a range of different
				tests and metrics exist depending on what type of material specialists speak of
				and for what purpose. Some of these tests identify hardness with resistance to
				scratching or cutting and some of these metrics identify it with flow stress or
				a resistance to penetration. Wilson gives examples: In these
					contexts [indenter tests for common metals], yield strength becomes the
					attribute to which “hardness” locally gravitates (although such
					identification is completely unnatural for glass) . As
				Wilson notes, not all of these tests even make sense for each type of material
				and for each purpose. Hence hardness relates to a range of local patches of
				meaning that are tied together by the vague general notion of hardness but are
				each individually quite different. The use of the concept admits of a lot of
				subtleties that are not apparent at face value, often because they only appear
				in exotic contexts or because different specialized contexts are usually kept
				separate. This means that we should expect the use of the concept to be more
				divergent than its most salient description. Another example is given by Thomas
				Kuhn  who argues that the well-known formula F=ma is applied
				quite differently in different branches of physics. 
			We agree with these authors on the following points: first that the use of a word
				is not always the same as the explicitly given definition or the first
				description of it that comes to mind. Secondly that the use of a word often has
				a lot more subtlety and divergence to it than we commonly give credit for.
				Thirdly that both the subtle uses of the word and its more salient, obvious
				meaning are of interest. We will use the notion of salience to distinguish
				greater and smaller degrees to which the meaning of a term will be public and
				obvious to its users (authors and readers). The idea is that the more extreme
				coordinates of our vectors will show us the more salient aspects of a word's
				meaning, whereas the smaller coordinates and the differences between them are
				still relevant to the way a word is broadly used, but not in a way that readily
				comes to mind even to those who use the word regularly. Unlike different types
				of meaning or analysis, salience will not be a binary division with salient and
				non-salient features but will admit of degrees. This suits our purposes because
				in the digital methods employed we will distinguish the salient from the not so
				salient by a continuous variable, occasionally using an unavoidably arbitrary
				cut-off point of a value above which word-relations will be considered salient.
				Hence, 'salient' will be used much the same as 'large', supervening on an
				underlying property that varies continuously (size) and being only
				understandable in relative terms (large compared to a human is different from
				large compared to the sun).

			Section 3: Algorithm implementation and details
			Our two methods for the extraction of semantic information about word-types from a
				corpus are the following: (1) extraction of lists of collocates and (2)
				generation of a vector-representation. We will first introduce the generation of
				a vector-representation of a word in a given text and then argue that extracting
				collocates is a specific restriction on this vector-representation that allows
				it to bring to the fore the more salient features of a word-type. Then the
				different ways of measuring similarity between word-types will be introduced and
				the particular application of our proposed algorithms for conducting our
				case-study. Two words are of the same word-type if they are spelled identically.
				We might consider grammatical cases of the same stem as identical as well, in
				which case the unit under discussion is a lemma rather than a word-type.
				Word-types are used throughout as the objects of study, however, for the
				case-study in Section. 5 we’ve lemmatized the texts and are thus looking at
				lemmas. However, the methods proposed are equally applicable to both types of
				object.
				
			Vector semantics
			In accordance with Firth’s and Harris’ intuitions, the algorithm works by
				considering the contexts of word-types (by looking at what word-types surround
				them) and saving that data in a proper data-structure – meaning that word-types
				will be represented as the other words that they co-occur
				with and the counts of these co-occurrences. First we must get the base
				information we need from the texts. This is done by counting for every word-type
				which other words co-occur with them within some window of size n. Here n
				signifies the number of words that we look at on both sides of all the
				occurrences of the word-type investigated. This means that if we for example
				choose a window of size 4, and consider the following sentence: 
			The movement towards digital hermeneutics is fraught with difficulties, but
				movement is never without difficulties. 
			We can derive a representation of this sentence in terms of relative closeness of
				word-types. There are 12 different word-types in the text. For each word-type we
				can ask how often each word-type occurs (given a particular windowsize). In
				table 1 below you can see what values this would deliver (the first column shows
				how many occurrences of the word-type (WT) occur in total):
			
				Example of construction of a table of all co-occurrence vectors
				
					#
					WT
					The
					movement
					towards
					Digital
					hermeneutics
					is
					fraught
					with
					difficulties
					but
					never
					without
				
				
					1
					The
					1
					1
					1
					1
					1
					0
					0
					0
					0
					0
					0
					0
				
				
					2
					Movement
					1
					2
					1
					1
					1
					2
					1
					1
					2
					1
					1
					1
				
				
					1
					Towards
					1
					1
					1
					1
					1
					1
					1
					0
					0
					0
					0
					0
				
				
					1
					Digital
					1
					1
					1
					1
					1
					1
					1
					1
					0
					0
					0
					0
				
				
					1
					Hermeneutics
					1
					1
					1
					1
					1
					1
					1
					1
					1
					0
					0
					0
				
				
					2
					Is
					0
					2
					1
					1
					1
					1
					1
					2
					3
					2
					1
					1
				
				
					1
					Fraught
					0
					1
					1
					1
					1
					1
					1
					1
					1
					1
					0
					0
				
				
					1
					With
					0
					1
					0
					1
					1
					2
					1
					1
					1
					1
					0
					0
				
				
					2
					Difficulties
					0
					2
					0
					0
					1
					3
					1
					1
					1
					1
					2
					1
				
				
					1
					But
					0
					1
					0
					0
					0
					2
					1
					1
					1
					1
					1
					1
				
				
					1
					Never
					0
					1
					0
					0
					0
					1
					0
					0
					2
					1
					1
					1
				
				
					1
					Without
					0
					1
					0
					0
					0
					1
					0
					0
					1
					1
					1
					1
				
			 
			
			This is a vector-representation of the contextual information in the text. Each of
				the rows is a vector (i.e. there is a vector for each word-type) in a
				12-dimensional space. Every individual number in the table represents how often
				the column word co-occurs with the row word. Important to note is that the
				windowsize directly impacts the nature of the results of the
				vector-representation of the text – in our experiment in section 5, we use a
				windowsize of 10. There is a strong case to be made that taking different values
				for the windowsize can in many ways be used to extract not better or lesser
				results, but properly different results from the text. For example, the
					problem with a very small windowsize is that it starts picking up on
					syntactic relations moreso than semantic relations (verbs will generally be
					scored lower with one another due to the syntactic restrictions on
					following up verbs with verbs for example) – meaning windowsize is not just
					an optimizable parameter, but one that can be tweaked to pick up on
					different features that may prove to be of interest. We have followed a
					windowsize that (very roughly) is small enough to approximate a ‘sentence
					length’ window, while being large enough to smooth out some of the
					syntactical connections – but the choice for 10 and not, say, 15, is
					somewhat arbitrarily made here. Other variations are also available, see
					for example 
			
			 However, these raw counts are, on their own, not particularly informative. They
				need to be transformed so that we can extract values that indicate how strongly
				two word-types are connected that is not directly influenced by the total
				occurrences of certain word-types. We see in the above table for example that
				‘movement’, ‘is’, and ‘difficulties’ all have higher total co-occurrence counts
				than the other words – a direct consequence of their own higher frequency.
				However, it is not so that by occurring more often, a word-type is necessarily
				more connected to more types of words in interesting or salient ways. This means
				we need to transform these raw counts-scores into a score that is unaffected by
				total frequency of word-types. For this we have used and will now introduce the
				measure pointwise mutual information.
			
				
			Measuring: PMI
			Each of the pairs of word-types needs to be scored – or, their connectedness needs
				to be measured – based on the data from Table 1. The way to do this is by
				extracting the data about the number of times they have co-occurred, together
				with how many instances of the word-type there were. The method we will be using
				to do this is Pointwise Mutual Information (PMI).
					Introduced for applications in linguistic analysis by Church and Hanks in
						Word Association Norms, Mutual Information, and
						Lexicography (1989). Used and discussed further in for example
					. PMI measures the chance of finding a word-type y within
				a window around another word-type x (within a chosen windowsize) in the
				investigated text, divided by the chance of finding y in the whole text. The
				idea is that related words should be found disproportionately in each other’s
					windows This is analogous to methods of finding out how two subsets
					of a probability space are correlated. There the normal procedure is to
					divide the chance of being in both by the chance of being in both under the
					hypothesis that they are independent: P(x, y)/P(x)P(y). If the result is 1,
					they are independent, if higher, the two sets are positively correlated
					with higher numbers indicating stronger correlations, and if lower, they
					are anticorrelated, with lower numbers indicating stronger anticorrelation.
					Here we use the same idea albeit slightly complicated by the fact that we
					are working with windows around tokens of x, and that instances of y may be
						counted doubly. In most formulations of PMI , the
					notation mimics more closely finding correlations between subsets of a
					probability space – computationally, we do the same thing as these
					authors.. The overall chance of finding y indicates a regular
				proportion. We take the log of this value in order to make the results better
				suited for vector calculus later. We will write small x for the set of instances
				of x itself and capital X for the windows around instances of x. Notice that the
				different windows X might overlap. In this case the same word-token will be
				counted twice or more. Hence X should be seen as the disjoint or indexed union
				of the windows. The formula for PMI reads:
			
				
					P
					M
					I
					 
					
						
							x
							,
							 
							y
						
					
					=
					
						
							l
							o
							g
						
						
							2
						
					
					
						
							P
							
								
									y
									∈
									X
								
							
						
						
							 
							P
							(
							y
							)
						
					
					 
				
			
			This provides us with the average of the chance of finding a token of y in a
				window near a token of x, divided by the overall chance of finding y in the
				text. The fraction can only be a positive value (both denominator and numerator
				are positive), but a log of a value between 0 and 1 gives a negative value. If
				the two word-types are fully independent from each other, we’d see that there is
				no difference in the chance of finding x and y in window-proximity to each other
				in our actual text, versus the hypothetical situation where they have no actual
				relation – i.e. the fraction will then give as a result 1. Log(1) = 0, so PMI
				scores above 0 should be read as indicating a positive correlation between the
				two word-types in the text, whereas scores below 0 indicate negative
				correlation, and 0 itself indicates independence.
			Computationally the chance P(y) is simply the instances of y divided by the total
				word count. The chance P
					
						
							y
							∈
							X
						
					
				is found by counting each instance of y within the window of an
				instance of x, where the same y may be counted more than once when it appears in
				more than one window, divided by the size of the disjoint union X of all the
				windows, which will always be the window size multiplied by the amount of times
				x appears in the text.
			
				
					
						
							p
							
								
									y
									∈
									X
								
							
						
						
							P
							
								
									y
								
							
						
					
					=
					 
					
						
							
								
									
										
										|
										y
										 
										f
										o
										u
										n
										d
										 
										i
										n
										 
										w
										i
										n
										d
										o
										w
										s
										 
										a
										r
										o
										u
										n
										d
										 
										x
										|
										
										
										|
										x
										|
										*
										w
										i
										n
										d
										o
										w
										 
										s
										i
										z
										e
										
									
								
							
						
						
							
								
									
										
										|
										y
										|
										
										
										T
										o
										t
										a
										l
										 
										w
										o
										r
										d
										s
										
									
								
							
						
					
				
			
			So for example, when we consider table 1 above, we can see that the score for
				PMI(is, with) with a window size of four is given by the fact that we find
				‘with’ around ‘is’ twice, that ‘is’ occurs twice itself, that ‘with’ occurs once
				and that the entire text consists of 15 words, giving us: 
			
				
					l
					o
					g
					2
					 
					
						
							
								
									2
								
								
									2
									*
									4
								
							
						
						
							
								
									1
								
								
									15
								
							
						
					
					=
					
						
							
								
									0.25
								
								
									0.0667
								
							
						
					
					 
					=
					3.75
				
			
			When the corpus is only a single sentence, this method does not yet pick up on any
				significant semantic properties – but as we will see later on, when the number
				of sentences and words, grow, this problem diminishes. 
				
			Divergence: extracting collocations and the salient
			From this vector-representation of a word with scores based on PMI, there are (at
				least) two routes available for the extraction of different
				meaning-representations. We argue that one discovers more salient aspects of
				meaning, whereas the other discovers the more subtle/less salient aspects of
				meaning. 
			 Many of the scores inside the vector representation are low. The connectedness of
				the terms is there, but not particularly salient. Specifically within the
				approach that is called the extraction of collocations,
				this intuition is put to good use. Collocates to a specific word are those words
				that are particularly connected to the word that is being
				investigated. Instead of looking at 100.000 word-types and their connectedness
				to a word of interest, in these cases, one restricts the list to those
				word-types that score at least a certain score on the PMI measure. This often
				leaves investigators with a handful, up to a ~100 word-types, which together
				provide a good overview of the interesting semantic properties of the word-type
				under investigation. For examples and applications of this sort of
					analysis, see , ,  and,
					for a particularly influential application, see  In
				our own algorithm, we have taken the threshold to be a PMI-score of 4, so as to
				mimic these applications, which often aim to consider around a few dozen of
				word-types for an investigated word-type. The choice for the minimal
					threshold for the PMI value might appear arbitrary, while also being
					significantly influential in the differences between the output of the two
					methods we propose to give an interpretation. However, as we argued in the
					introduction, although there is here a paradox of the heap, at least an
					interpretation is available for the quantity (we propose salience) that is
					being cut-off. 
			
			 We argue that what investigators making use of lists of collocates are extracting are
				those connections between word-types that are (within the investigated corpus)
				particularly salient, and by extension, more public and explicit. This works
				well for their purposes. The list of high scoring words will mostly include
				words that, to a reader of, or author in, the corpus, will likely ‘make
				immediate sense’ when provided. Of course, the nature of the connection won’t be
				provided, but that they are connected will be clear on most occasions to most
				people who read the corpus – and looking at this limited set of words can
				provide an investigator with a lot of useful information on the corpus. 
			 Contrast this with the vector representation. Here the meaning of a word-type is
				not given by a list of x particularly saliently connected words, but by the PMI
				score with every single other word-type contained in the corpus. In addition,
